dataset_name,k,theta,max,SSE_b,SSE_a,Total_time_b,Total_time_a,speed_up,Gap,,theta,speed_up
Syn_n_50000_d_2_seed_4,20,1.1,50,828915.102,828915.102,422.2338843,97.73216152,4.320316647,-3.93E-13,,,
Syn_n_50000_d_2_seed_5,20,1.1,50,823692.9236,823692.9236,419.8095455,78.87455535,5.322496509,-6.93E-13,,,
Syn_n_50000_d_2_seed_6,20,1.1,50,823930.0055,823930.383,419.2259028,121.1205788,3.461227704,4.58E-05,,,
Syn_n_50000_d_2_seed_7,20,1.1,50,825512.1283,825512.1283,407.1283653,98.05962181,4.151845151,-3.38E-13,,,
Syn_n_50000_d_2_seed_8,20,1.1,50,821197.6594,821197.6594,406.6365793,78.35599875,5.189603677,-2.41E-13,,,
Syn_n_50000_d_2_seed_9,20,1.1,50,825649.5184,825649.5184,407.1034024,130.0229225,3.131012551,-4.23E-13,,,
average,,,,824435.8369,824436.3793,423.7922691,109.9018058,4.058490117,6.58973E-05,,,
,,,,,,,,,,,,
Syn_n_50000_d_2_seed_0,20,1.2,50,822470.7707,822470.7707,451.2071424,65.78308129,6.859015015,-5.66E-13,,,
Syn_n_50000_d_2_seed_1,20,1.2,50,822968.0658,822973.112,433.942466,137.3024273,3.160486487,0.000613167,,,
Syn_n_50000_d_2_seed_2,20,1.2,50,827592.0665,827592.0665,432.247607,141.3016591,3.059041272,-3.52E-13,,,
Syn_n_50000_d_2_seed_3,20,1.2,50,822430.1289,822430.1289,429.3848228,90.38479757,4.750631017,-1.84E-13,,,
Syn_n_50000_d_2_seed_4,20,1.2,50,828915.102,828915.102,427.7852626,86.4057951,4.950886247,-3.93E-13,,,
Syn_n_50000_d_2_seed_5,20,1.2,50,823692.9236,823692.9236,419.6903825,68.52124453,6.124967306,-6.93E-13,,,
Syn_n_50000_d_2_seed_6,20,1.2,50,823930.0055,823930.383,420.9718652,109.9833534,3.827596198,4.58E-05,,,
Syn_n_50000_d_2_seed_7,20,1.2,50,825512.1283,825512.1283,407.8388183,83.05738592,4.91032572,-3.38E-13,,,
Syn_n_50000_d_2_seed_8,20,1.2,50,821197.6594,821197.6594,406.2074332,69.44790149,5.849095862,-2.41E-13,,,
Syn_n_50000_d_2_seed_9,20,1.2,50,825649.5184,825649.5184,406.2196929,121.0323989,3.356288866,-4.23E-13,,,
average,,,,824435.8369,824436.3793,423.5495493,97.32200446,4.684833399,6.58973E-05,,,
,,,,,,,,,,,,
Syn_n_50000_d_2_seed_0,20,1.5,50,822470.7707,822470.7707,439.1164823,53.44710994,8.215906955,-5.66E-13,,,
Syn_n_50000_d_2_seed_1,20,1.5,50,822968.0658,822973.112,434.3698611,129.2722843,3.360115926,0.000613167,,,
Syn_n_50000_d_2_seed_2,20,1.5,50,827592.0665,827592.0665,435.5051656,133.6810317,3.257793271,-3.52E-13,,,
Syn_n_50000_d_2_seed_3,20,1.5,50,822430.1289,822430.1289,429.167547,80.18853354,5.351981487,-1.84E-13,,,
Syn_n_50000_d_2_seed_4,20,1.5,50,828915.102,828915.102,424.6769497,76.63606191,5.541476678,-3.93E-13,,,
Syn_n_50000_d_2_seed_5,20,1.5,50,823692.9236,823692.9236,420.2333064,61.18685985,6.868031918,-6.93E-13,,,
Syn_n_50000_d_2_seed_6,20,1.5,50,823930.0055,823930.383,418.9201443,98.93191481,4.23442875,4.58E-05,,,
Syn_n_50000_d_2_seed_7,20,1.5,50,825512.1283,825512.1283,407.4109013,76.47005701,5.327718028,-3.38E-13,,,
Syn_n_50000_d_2_seed_8,20,1.5,50,821197.6594,821197.6594,406.5084124,59.75241566,6.803213023,-2.41E-13,,,
Syn_n_50000_d_2_seed_9,20,1.5,50,825649.5184,825649.5184,406.5249228,111.4330647,3.648153481,-4.23E-13,,,
average,,,,824435.8369,824436.3793,422.2433693,88.09993334,5.260881952,6.58973E-05,,,
,,,,,,,,,,,,
Syn_n_50000_d_2_seed_0,20,2,50,822470.7707,822470.7707,436.3749387,49.45174193,8.824258189,-5.66E-13,,,
Syn_n_50000_d_2_seed_1,20,2,50,822968.0658,822988.2539,443.5058689,104.5304568,4.242838715,0.002453086,,,
Syn_n_50000_d_2_seed_2,20,2,50,827592.0665,827592.0665,433.3158813,133.6556261,3.242032483,-3.52E-13,,,
Syn_n_50000_d_2_seed_3,20,2,50,822430.1289,822430.1289,427.7431898,76.75774622,5.572638735,-1.84E-13,,,
Syn_n_50000_d_2_seed_4,20,2,50,828915.102,828915.102,426.1209002,69.9080255,6.095450373,-3.93E-13,,,
Syn_n_50000_d_2_seed_5,20,2,50,823692.9236,823692.9236,421.2025642,57.34058213,7.345627627,-6.93E-13,,,
Syn_n_50000_d_2_seed_6,20,2,50,823930.0055,823930.5724,419.9988456,98.55145288,4.2617215,6.88E-05,,,
Syn_n_50000_d_2_seed_7,20,2,50,825512.1283,825512.1283,407.5265605,70.6974237,5.764376398,-3.38E-13,,,
Syn_n_50000_d_2_seed_8,20,2,50,821197.6594,821197.6594,406.2861719,55.60925984,7.306088465,-2.41E-13,,,
Syn_n_50000_d_2_seed_9,20,2,50,825649.5184,825649.5184,407.6334898,105.2425234,3.873277422,-4.23E-13,,,
average,,,,824435.8369,824437.9124,422.9708411,82.17448385,5.652830991,0.000252188,,,
,,,,,,,,,,,,
Syn_n_50000_d_2_seed_0,20,5,50,822470.7707,822478.4888,432.39974,42.50431991,10.17307749,0.000938401,,,
Syn_n_50000_d_2_seed_1,20,5,50,822968.0658,822992.3896,435.9771049,96.64852405,4.510954608,0.00295562,,,
Syn_n_50000_d_2_seed_2,20,5,50,827592.0665,827592.0665,433.5927806,124.9411039,3.470377377,-3.52E-13,,,
Syn_n_50000_d_2_seed_3,20,5,50,822430.1289,822434.6722,429.4452443,73.9004395,5.811132481,0.000552421,,,
Syn_n_50000_d_2_seed_4,20,5,50,828915.102,828915.102,425.6252835,62.7651372,6.781237204,-3.51E-13,,,
Syn_n_50000_d_2_seed_5,20,5,50,823692.9236,823692.9236,423.4129426,50.76772666,8.340198991,-7.07E-13,,,
Syn_n_50000_d_2_seed_6,20,5,50,823930.0055,823930.5724,408.6478412,80.32071114,5.087701982,6.88E-05,,,
Syn_n_50000_d_2_seed_7,20,5,50,825512.1283,825528.9998,408.1691353,64.74982619,6.303787351,0.002043762,,,
Syn_n_50000_d_2_seed_8,20,5,50,821197.6594,821197.6594,406.2928822,48.47786641,8.380997603,-2.13E-13,,,
Syn_n_50000_d_2_seed_9,20,5,50,825649.5184,825653.371,406.448339,102.1937408,3.977233201,0.000466606,,,
average,,,,824435.8369,824441.6245,421.0011294,74.72693958,6.283669829,0.00070256,,,
,,,,,,,,,,,,
Syn_n_50000_d_2_seed_0,20,10,50,822470.7707,822480.3915,432.9122272,40.73507047,10.62750652,0.001169748,,,
Syn_n_50000_d_2_seed_1,20,10,50,822968.0658,822992.3896,436.6198533,91.63718724,4.764657956,0.00295562,,,
Syn_n_50000_d_2_seed_2,20,10,50,827592.0665,827608.9832,432.9603024,125.0610693,3.461991049,0.002044087,,,
Syn_n_50000_d_2_seed_3,20,10,50,822430.1289,822434.6722,429.6021161,70.70591235,6.075900895,0.000552421,,,
Syn_n_50000_d_2_seed_4,20,10,50,828915.102,828971.1044,420.4874523,50.03227234,8.404324501,0.006756116,,,
Syn_n_50000_d_2_seed_5,20,10,50,823692.9236,823736.3406,420.9889579,58.86356759,7.15194432,0.005271024,,,
Syn_n_50000_d_2_seed_6,20,10,50,823930.0055,823930.5724,406.3783278,76.46650553,5.314461869,6.88E-05,,,
Syn_n_50000_d_2_seed_7,20,10,50,825512.1283,825533.3218,406.262449,67.9338963,5.980261271,0.002567318,,,
Syn_n_50000_d_2_seed_8,20,10,50,821197.6594,821227.2517,405.8915296,37.40196633,10.85214413,0.003603549,,,
Syn_n_50000_d_2_seed_9,20,10,50,825649.5184,825656.3827,406.8445728,107.6813679,3.778226269,0.000831382,,,
average,,,,824435.8369,824457.141,419.8947788,72.65188153,6.641141879,0.002582006,,,
,,,,,,,,,,,,
Syn_n_50000_d_2_seed_0,20,20,50,822470.7707,822485.7935,432.9909782,36.32734847,11.91914622,0.001826549,,,
Syn_n_50000_d_2_seed_1,20,20,50,822968.0658,823024.0723,432.3043234,82.12751746,5.263818228,0.006805427,,,
Syn_n_50000_d_2_seed_2,20,20,50,827592.0665,827622.7127,433.5987983,112.8561592,3.842048155,0.003703059,,,
Syn_n_50000_d_2_seed_3,20,20,50,822430.1289,822435.6726,426.5171022,65.42602921,6.519073638,0.00067406,,,
Syn_n_50000_d_2_seed_4,20,20,50,828915.102,828972.6453,422.8666258,49.74696517,8.500350209,0.006942003,,,
Syn_n_50000_d_2_seed_5,20,20,50,823692.9236,823745.4367,418.8167031,59.32734847,7.059420552,0.006375326,,,
Syn_n_50000_d_2_seed_6,20,20,50,823930.0055,823957.8146,407.0063114,70.19310975,5.798379825,0.003375172,,,
Syn_n_50000_d_2_seed_7,20,20,50,825512.1283,825544.5271,408.6804273,70.36636925,5.807894193,0.003924696,,,
Syn_n_50000_d_2_seed_8,20,20,50,821197.6594,821287.9567,407.2489707,34.72614932,11.72744398,0.010995803,,,
Syn_n_50000_d_2_seed_9,20,20,50,825649.5184,825670.67,408.0182872,103.7729864,3.931835262,0.00256181,,,
average,,,,824435.8369,824474.7302,419.8048528,68.48699827,7.036941026,0.004718391,,,
,,,,,,,,,,,,
Syn_n_50000_d_2_seed_0,20,50,50,822470.7707,822489.0716,432.2569609,34.82884765,12.41088896,0.002225117,,,
Syn_n_50000_d_2_seed_1,20,50,50,822968.0658,823047.2644,433.6162169,72.06274414,6.017203786,0.009623536,,,
Syn_n_50000_d_2_seed_2,20,50,50,827592.0665,827660.386,431.1802516,94.08887959,4.582690893,0.008255218,,,
Syn_n_50000_d_2_seed_3,20,50,50,822430.1289,822477.5611,423.7858422,55.15796232,7.683130854,0.005767317,,,
Syn_n_50000_d_2_seed_4,20,50,50,828915.102,828999.8061,422.2402618,37.88467526,11.14541061,0.010218669,,,
Syn_n_50000_d_2_seed_5,20,50,50,823692.9236,823759.0792,418.2319689,47.80623055,8.748482449,0.008031592,,,
Syn_n_50000_d_2_seed_6,20,50,50,823930.0055,823930.7656,406.8165989,53.02474642,7.672202629,9.22E-05,,,
Syn_n_50000_d_2_seed_7,20,50,50,825512.1283,825551.7714,407.9074109,49.41035843,8.255503984,0.004802249,,,
Syn_n_50000_d_2_seed_8,20,50,50,821197.6594,821343.9645,406.8764207,38.71496487,10.50953868,0.017816066,,,
Syn_n_50000_d_2_seed_9,20,50,50,825649.5184,825683.2602,407.7282882,70.38327289,5.792971419,0.004086696,,,
average,,,,824435.8369,824494.293,419.0640221,55.33626821,8.281802427,0.007091871,,,
