dataset_name,method,k,theta,MAX,SSE,Total_time,allSSEs
Syn_n_50000_d_2_seed_0,asc,20,10,50,822480.391540017,55.7653753757477,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412432, 823712.956562945, 823627.6421092054, 823513.325310257, 823431.9395659264, 823320.6259391486, 823236.8493679625, 823129.8356349637, 823045.503181767, 822940.071012066, 822855.8086248473, 822750.3764551462, 822666.643575804, 822561.2114061028, 822480.3915400173)"
Syn_n_50000_d_2_seed_1,asc,20,10,50,822992.389626788,134.646840333939,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058439, 824322.5318176268, 824226.0223336141, 824136.3044381619, 824026.4403479805, 823939.1709443785, 823842.6614603659, 823743.4480065354, 823643.0794747322, 823557.7479548551, 823465.3349854412, 823367.6185343307, 823267.2500025276, 823177.2189038752, 823081.9741121929, 822992.3896267881)"
Syn_n_50000_d_2_seed_2,asc,20,10,50,827608.983198258,266.107274770737,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857458, 828761.2131954858, 828662.1439921606, 828565.8233176478, 828455.9698387334, 828364.3506560822, 828260.5799608956, 828171.7027307996, 828074.7752196055, 827984.1045623375, 827872.6168362334, 827796.4035622578, 827685.0186677712, 827608.9831982576)"
Syn_n_50000_d_2_seed_3,asc,20,10,50,822434.672190684,101.275449752808,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.3780269185, 823725.9323209501, 823614.2721566407, 823512.8446551764, 823414.8715582979, 823313.4440568332, 823223.2070427283, 823124.023935863, 823036.4412464397, 822952.1660009413, 822864.3005913248, 822773.763345654, 822689.4881001556, 822602.5487645994, 822518.2735191007, 822434.6721906842)"
Syn_n_50000_d_2_seed_4,asc,20,10,50,828971.104447531,72.8852210044861,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437918, 830029.8713314837, 829936.0790647906, 829850.583749464, 829756.7914827709, 829674.6116758017, 829579.9624807165, 829495.324093782, 829406.4597730527, 829317.7030873242, 829227.172191033, 829145.3076436825, 829054.7767473913, 828971.1044475312)"
Syn_n_50000_d_2_seed_5,asc,20,10,50,823736.340611404,86.24884557724,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825270.6760565778, 825144.3183650571, 825043.7142871564, 824971.3917926557, 824839.8075476119, 824766.1749920323, 824662.6181114642, 824570.5287443715, 824468.5739662031, 824376.4845991104, 824285.2115021091, 824193.7656563238, 824105.2499881012, 824007.7921272035, 823917.1396816843, 823819.4416052282, 823736.3406114035)"
Syn_n_50000_d_2_seed_6,asc,20,10,50,823930.572353806,125.365855932236,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629989, 825413.8215394776, 825286.0028985876, 825219.6995637977, 825106.7797325732, 824996.6081898632, 824888.1261181209, 824797.0127803984, 824701.2733523389, 824593.3158519728, 824495.3411310567, 824407.7518539131, 824303.9211432482, 824219.9670625302, 824118.3571451886, 824028.7402886988, 823930.5723538059)"
Syn_n_50000_d_2_seed_7,asc,20,10,50,825533.321815621,106.600946426392,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826834.8658620028, 826760.800238176, 826652.1386409957, 826582.5722971561, 826478.5083998041, 826399.2277519507, 826304.9348366515, 826223.2636894403, 826131.30459546, 826052.5751265389, 825962.4504543678, 825880.4085519578, 825793.1274334944, 825706.7783107663, 825625.8465813949, 825533.3218156212)"
Syn_n_50000_d_2_seed_8,asc,20,10,50,821262.089971587,63.80788397789,"(823068.4698093869, 823026.4136651858, 822868.6349023359, 822732.2074734378, 822636.8635329925, 822548.4614548788, 822453.157927695, 822360.2450766193, 822265.0511625258, 822167.5865015055, 822072.3134633747, 821983.7656632476, 821888.4926251171, 821795.9014335526, 821700.6283954219, 821613.388703421, 821518.7403703914, 821438.0333976217, 821330.8761406958, 821262.0899715873)"
Syn_n_50000_d_2_seed_9,asc,20,10,50,825656.382731935,179.369083881378,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827089.1489071724, 826988.2296204361, 826897.9309361172, 826797.6780212071, 826700.6766149334, 826599.0718417645, 826496.7462328868, 826409.107474693, 826311.0909755765, 826217.8706854358, 826122.2362033047, 826033.442956946, 825936.5809459947, 825842.0379892454, 825751.4368404993, 825656.3827319352)"
Syn_n_50000_d_2_seed_0,asc,20,20,5,822481.481309247,54.7675621509552,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663147, 823905.2170225929, 823821.791341243, 823716.6685947368, 823627.9587439251, 823516.0395805684, 823433.5299049797, 823323.34020946, 823240.8305338713, 823130.9313822287, 823050.1115161433, 822940.1410780435, 822859.3212119581, 822750.3764551459, 822669.5565890605, 822562.4226924776, 822481.4813092465)"
Syn_n_50000_d_2_seed_1,asc,20,20,5,823000.548852431,128.851320266724,"(824875.801116029, 824795.3291341065, 824626.3577451806, 824540.4891686059, 824427.2148058439, 824326.1807163445, 824226.0223336138, 824136.3044381606, 824050.9374068114, 823947.2615485692, 823853.8434519887, 823759.8394289806, 823671.3692940638, 823561.2902241674, 823475.9231928182, 823380.5578020388, 823295.1907706896, 823191.5149124475, 823106.8457602443, 823000.5488524309)"
Syn_n_50000_d_2_seed_2,asc,20,20,5,827628.749469414,159.458335161209,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857459, 828761.2131954865, 828651.789941225, 828557.4987821216, 828455.9698387337, 828364.7229129216, 828254.3472804796, 828172.074987639, 828067.1039532896, 827986.8528119676, 827886.5601729245, 827803.4703153137, 827703.3521098597, 827628.7494694138)"
Syn_n_50000_d_2_seed_3,asc,20,20,5,822450.566490039,93.5972821712494,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.3780269185, 823727.1953097186, 823614.2721566407, 823522.3096273586, 823414.8715582974, 823322.855497682, 823232.618483576, 823133.4353767112, 823045.6096010702, 822961.3343555714, 822873.2219265094, 822788.9466810107, 822702.0073454542, 822617.7320999559, 822534.934214772, 822450.566490039)"
Syn_n_50000_d_2_seed_4,asc,20,20,5,828933.585298725,74.1254210472107,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437918, 830029.8713314837, 829922.7961361672, 829846.8313880074, 829733.7173803342, 829641.8923680261, 829542.0596799293, 829458.8524245499, 829369.3205346348, 829280.0970028348, 829194.9056827233, 829107.0611412424, 829016.5302449513, 828933.5852987247)"
Syn_n_50000_d_2_seed_5,asc,20,20,5,823749.435715793,83.0092768669129,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825276.8987777557, 825144.3183650571, 825053.1603733691, 824969.0162871464, 824849.2536338246, 824775.4145121, 824665.896456961, 824570.5287443711, 824487.1212358586, 824376.4845991101, 824297.2039850552, 824193.7656563233, 824113.6024188029, 824001.4860035728, 823922.7899151598, 823833.17893422, 823749.4357157929)"
Syn_n_50000_d_2_seed_6,asc,20,20,5,823954.561080117,108.650051832199,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629992, 825420.9504333392, 825286.0028985876, 825227.3272332554, 825109.9651702474, 825011.5365429586, 824889.2058726121, 824815.952288109, 824681.0047533574, 824622.3290880264, 824504.9670250172, 824419.2452457574, 824321.145588899, 824215.5723162927, 824138.3825162346, 824026.3562349613, 823954.5610801168)"
Syn_n_50000_d_2_seed_7,asc,20,20,5,825560.993192705,111.576722860336,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826653.8568706656, 826550.750770428, 826485.9941872114, 826378.38594005, 826307.1001873756, 826203.994087138, 826147.0209274155, 826072.5493868496, 825971.6905236646, 825899.6509531273, 825792.3582053403, 825721.0724526659, 825617.9663524283, 825560.9931927054)"
Syn_n_50000_d_2_seed_8,asc,20,20,5,821254.025118213,57.3205201625824,"(823068.4698093869, 823026.4136651858, 822868.6349023359, 822732.2074734385, 822636.8635329925, 822571.4694425807, 822477.1394821954, 822354.22196816, 822259.020557269, 822193.6264668572, 822099.2965064718, 821977.5526293209, 821882.358715228, 821816.9646248162, 821722.6346644309, 821640.4091205787, 821507.015256244, 821413.7491690107, 821347.2912054468, 821254.0251182134)"
Syn_n_50000_d_2_seed_9,asc,20,20,5,825660.87643668,164.795277833939,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827089.1489071724, 826990.9547311564, 826901.5869748731, 826798.5269761751, 826711.9128048733, 826618.5598310543, 826514.9716071349, 826422.1010885809, 826317.1265840171, 826235.5527264121, 826137.358550396, 826038.2510365654, 825941.9145217836, 825852.5276341275, 825759.0706126955, 825660.8764366795)"
Syn_n_50000_d_2_seed_0,asc,20,20,10,822490.24860483,49.9959335327148,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663147, 823905.2170225929, 823821.791341243, 823716.6685947368, 823627.9587439251, 823516.0395805684, 823433.5299049797, 823327.7365361983, 823240.8305338711, 823136.9462320133, 823052.8767712034, 822947.1816091157, 822866.7506830663, 822759.2278464474, 822678.2023674974, 822571.4391746831, 822490.2486048297)"
Syn_n_50000_d_2_seed_1,asc,20,20,10,822978.059926932,136.093005657196,"(824875.801116029, 824795.3291341065, 824626.3577451806, 824540.4891686059, 824427.2148058439, 824326.1807163445, 824226.0223336138, 824136.3044381613, 824050.9374068121, 823934.9990352839, 823850.3067813391, 823762.0347096315, 823669.789041338, 823561.2902241676, 823475.9231928184, 823380.5578020393, 823292.258430567, 823179.2523991619, 823094.5601452171, 822978.0599269319)"
Syn_n_50000_d_2_seed_2,asc,20,20,10,827628.749469414,157.906137943268,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857459, 828761.2131954865, 828651.789941225, 828557.4987821216, 828455.9698387337, 828364.7229129216, 828254.3472804796, 828172.074987639, 828067.1039532896, 827986.8528119676, 827886.5601729245, 827803.4703153139, 827703.3521098598, 827628.7494694139)"
Syn_n_50000_d_2_seed_3,asc,20,20,10,822441.021076459,96.0138711929321,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.3780269185, 823727.1953097186, 823614.2721566407, 823514.0075350837, 823416.0344382052, 823328.2086625642, 823221.9404459035, 823122.7573390387, 823034.9315633976, 822950.3518729995, 822863.0339945003, 822772.2536626119, 822696.8153479113, 822601.0390815568, 822525.6007668566, 822441.0210764587)"
Syn_n_50000_d_2_seed_4,asc,20,20,10,828937.612740219,72.6036696434021,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437918, 830029.8713314838, 829922.7961361674, 829854.0503557079, 829733.7173803343, 829641.8923680263, 829548.1001013331, 829466.0713922504, 829369.6348764582, 829286.6327123442, 829205.4630809047, 829107.3754830658, 829016.8445867747, 828937.6127402185)"
Syn_n_50000_d_2_seed_5,asc,20,20,10,823745.436663264,84.2312271595001,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825270.6760565778, 825144.3183650571, 825053.1603733695, 824969.0162871503, 824849.253633825, 824775.4145121019, 824665.896456961, 824573.8070898681, 824487.1212358586, 824385.533240718, 824297.2039850552, 824204.2492316884, 824101.6077037682, 824016.0489983362, 823912.8345579697, 823834.138469557, 823745.4366632635)"
Syn_n_50000_d_2_seed_6,asc,20,20,10,823945.57564596,106.005618333817,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629992, 825420.9504333392, 825286.0028985876, 825227.635081923, 825109.6642358286, 825023.142922488, 824889.2058726121, 824825.8729206554, 824702.2200267044, 824627.4463650115, 824495.3411310542, 824436.6654657233, 824312.1601547423, 824233.5816234538, 824135.4819665959, 824022.7654460177, 823945.5756459597)"
Syn_n_50000_d_2_seed_7,asc,20,20,10,825552.743804655,118.759840965271,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826653.8568706656, 826549.1785608296, 826481.6219267868, 826375.548319638, 826308.5471687749, 826240.9905347321, 826134.9169275833, 826071.682312778, 825965.6087056291, 825903.201583533, 825799.03551647, 825735.4710256618, 825634.111761083, 825552.7438046552)"
Syn_n_50000_d_2_seed_8,asc,20,20,10,821254.025118216,57.8472864627838,"(823068.4698093869, 823026.4136651858, 822868.6349023359, 822732.2074734385, 822636.8635329925, 822571.4694425807, 822477.1394821954, 822354.2219681605, 822259.020557269, 822193.6264668572, 822099.2965064718, 821977.5526293234, 821882.3587152301, 821816.9646248182, 821722.6346644328, 821640.4091205806, 821507.0152562461, 821413.7491690128, 821347.2912054489, 821254.0251182155)"
Syn_n_50000_d_2_seed_9,asc,20,20,10,825660.87643668,156.151745319366,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827090.7130816048, 826996.3600972416, 826899.8480110661, 826798.5269761751, 826711.9128048741, 826618.5598310543, 826514.9716071348, 826424.0169465931, 826317.1265840171, 826234.7063551566, 826135.0912001448, 826045.1927731449, 825941.9145217838, 825857.6308408465, 825759.0706126958, 825660.8764366797)"
Syn_n_50000_d_2_seed_0,asc,20,20,20,822488.446307223,52.3659498691559,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663147, 823905.2170225929, 823821.791341243, 823716.1377456546, 823627.6421092054, 823516.0395805684, 823433.5299049797, 823323.6307533372, 823242.8108872517, 823130.9313822285, 823050.1115161431, 822940.1410780437, 822859.3212119583, 822751.9862840718, 822679.2052547033, 822571.4391746831, 822488.446307223)"
Syn_n_50000_d_2_seed_1,asc,20,20,20,823000.54885243,124.185634374619,"(824875.801116029, 824795.3291341065, 824626.3577451806, 824540.4891686059, 824427.2148058439, 824326.1807163445, 824226.0223336138, 824136.3044381613, 824050.9374068121, 823934.9990352839, 823850.3067813391, 823762.0347096313, 823652.0066938389, 823561.2902241674, 823475.9231928182, 823383.2532124973, 823278.2978827223, 823187.1040808688, 823102.411826924, 823000.5488524302)"
Syn_n_50000_d_2_seed_2,asc,20,20,20,827619.980546221,160.733598232269,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857458, 828761.2131954865, 828662.1439921607, 828568.5733031784, 828455.9698387336, 828382.0076648197, 828260.5799608957, 828189.7962913832, 828074.7752196055, 827996.9463229198, 827889.9865856275, 827805.2027218926, 827708.9409819145, 827619.9805462214)"
Syn_n_50000_d_2_seed_3,asc,20,20,20,822434.137447126,92.7174470424652,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.3780269185, 823727.1953097186, 823614.2721566407, 823514.0075350837, 823416.0344382052, 823328.2086625642, 823221.9404459035, 823122.7573390387, 823034.9315633976, 822950.3518729995, 822863.0339945003, 822772.2536626119, 822687.6739722138, 822601.0390815568, 822516.4593911591, 822434.1374471256)"
Syn_n_50000_d_2_seed_4,asc,20,20,20,828989.639722171,69.5654907226563,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437918, 830029.8713314838, 829936.0790647906, 829854.0503557079, 829757.6138399157, 829674.6116758017, 829593.4420443622, 829495.3544465234, 829404.8235502322, 829325.591703676, 829234.7461351777, 829155.5142886215, 829075.929800565, 828989.639722171)"
Syn_n_50000_d_2_seed_5,asc,20,20,20,823744.957027427,84.8013486862183,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825270.6760565778, 825144.3183650571, 825053.1603733695, 824969.0162871503, 824849.253633825, 824766.4595298204, 824665.896456961, 824573.807089868, 824482.5339928668, 824391.0881470814, 824297.2039850552, 824205.1146179612, 824108.8534630805, 824016.7640959865, 823930.078241978, 823837.988874884, 823744.9570274272)"
Syn_n_50000_d_2_seed_6,asc,20,20,20,823945.57564596,109.482903957367,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629992, 825420.9504333392, 825286.0028985876, 825227.635081923, 825109.6642358286, 825023.142922488, 824889.2058726121, 824820.269527104, 824702.2200267044, 824599.8111638876, 824495.3411310542, 824412.8253179798, 824312.1601547423, 824233.5816234542, 824128.7566222718, 824040.8655243131, 823945.5756459599)"
Syn_n_50000_d_2_seed_7,asc,20,20,20,825544.527140847,116.501262664795,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826653.8568706656, 826549.1785608296, 826481.6219267868, 826375.548319638, 826312.0299591505, 826231.5436510429, 826136.06589664, 826056.3726144684, 825962.4356554484, 825880.408551958, 825793.1274334942, 825711.1003300039, 825626.554244335, 825544.5271408468)"
Syn_n_50000_d_2_seed_8,asc,20,20,20,821258.840142056,56.3247349262238,"(823068.4698093869, 823026.4136651858, 822868.6349023359, 822732.2074734378, 822636.8635329925, 822571.4694425807, 822477.1394821954, 822360.2450766175, 822265.0511625248, 822199.657072113, 822105.3271117277, 821985.0737713727, 821891.80768414, 821825.3497205755, 821732.0836333428, 821649.8580894906, 821511.8302800858, 821418.5641928532, 821352.1062292886, 821258.8401420559)"
Syn_n_50000_d_2_seed_9,asc,20,20,20,825663.240079158,170.277131795883,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827098.4610699783, 826996.3600972416, 826899.8480110661, 826798.5269761751, 826708.6220838153, 826606.5516265865, 826518.0431828838, 826406.0214927256, 826330.5425738592, 826218.5208837009, 826135.0309483315, 826030.8094304921, 825950.3229305157, 825844.0108541187, 825773.3204586618, 825663.2400791578)"
Syn_n_50000_d_2_seed_0,asc,20,20,50,822485.793540266,49.4680407047272,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412432, 823716.1377456549, 823627.6421092056, 823516.0395805684, 823433.5299049797, 823323.6307533372, 823242.8108872517, 823130.9313822285, 823050.1115161431, 822940.1410780437, 822859.3212119583, 822751.9862840718, 822678.2023674976, 822569.1893104153, 822485.7935402665)"
Syn_n_50000_d_2_seed_1,asc,20,20,50,823024.072303863,104.417277097702,"(824875.801116029, 824795.3291341065, 824626.3577451806, 824540.4891686059, 824427.2148058439, 824326.1807163445, 824240.1020612234, 824136.3044381613, 824043.1883748996, 823934.9990352839, 823850.3067813391, 823752.9435649131, 823652.006693839, 823551.6381620356, 823466.981419563, 823376.1632312341, 823301.0628369484, 823196.9785776269, 823120.2059931642, 823024.072303863)"
Syn_n_50000_d_2_seed_2,asc,20,20,50,827622.71272523,159.779984712601,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857458, 828761.2131954862, 828662.1439921607, 828565.8233176485, 828455.9698387336, 828373.8611141718, 828260.5799608957, 828186.6177869819, 828074.7752196055, 827996.9463229198, 827891.5738264369, 827811.1415816296, 827698.925999206, 827622.7127252303)"
Syn_n_50000_d_2_seed_3,asc,20,20,50,822435.672591516,95.7351443767548,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.3780269185, 823725.9323209501, 823614.2721566407, 823512.8446551764, 823414.8715582979, 823313.4440568343, 823223.2070427281, 823124.0239358633, 823036.4412464399, 822952.1660009413, 822864.300591325, 822773.7633456542, 822689.4881001556, 822602.5487645991, 822518.2735191007, 822435.6725915157)"
Syn_n_50000_d_2_seed_4,asc,20,20,50,828972.645291796,72.1971735954285,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437918, 830029.8713314838, 829936.0790647906, 829854.0503557079, 829763.5194594167, 829674.6116758017, 829590.7194219497, 829498.8944096414, 829405.1021429484, 829323.0734338679, 829232.5425375768, 829143.6347539595, 829062.4651225222, 828972.645291796)"
Syn_n_50000_d_2_seed_5,asc,20,20,50,823745.436663263,84.0444769859314,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825270.6760565778, 825144.3183650571, 825053.1603733695, 824971.3917926594, 824849.253633825, 824766.4595298204, 824665.896456961, 824573.807089868, 824482.5339928668, 824391.0881470814, 824300.6896329398, 824205.1146179612, 824114.4621724422, 824016.764095986, 823931.2053905542, 823837.9888748835, 823745.436663263)"
Syn_n_50000_d_2_seed_6,asc,20,20,50,823957.814598175,113.633483171463,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629992, 825413.8215394776, 825286.0028985876, 825227.3272332551, 825120.5400704626, 825023.142922488, 824889.2058726121, 824825.8729206554, 824723.7430444863, 824623.1597719442, 824495.3411310542, 824436.665465723, 824329.8783029284, 824233.5816234536, 824160.0693561747, 824045.1082754227, 823957.8145981755)"
Syn_n_50000_d_2_seed_7,asc,20,20,50,825544.527140847,116.022578954697,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826847.6811432, 826769.3052138046, 826657.866601866, 826583.0520539677, 826481.9025393556, 826399.2277519505, 826308.272298164, 826223.2636894401, 826136.06589664, 826056.3726144684, 825962.4356554484, 825880.408551958, 825793.1274334942, 825711.1003300039, 825626.554244335, 825544.5271408468)"
Syn_n_50000_d_2_seed_8,asc,20,20,50,821287.956699677,57.6444029808044,"(823068.4698093869, 823026.4136651858, 822868.6349023359, 822732.2074734378, 822636.8635329925, 822571.4694425807, 822477.1394821954, 822360.2450766177, 822265.0511625248, 822199.657072113, 822105.3271117277, 821988.593166599, 821895.0458357511, 821828.8691158014, 821735.3217849539, 821625.1793324568, 821529.9062943268, 821464.5122039149, 821370.1822435296, 821287.9566996774)"
Syn_n_50000_d_2_seed_9,asc,20,20,50,825670.670006175,174.105543613434,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827098.4610699783, 826996.3600972416, 826899.8480110661, 826798.5269761751, 826708.6220838153, 826606.5516265865, 826518.0431828838, 826406.0214927256, 826330.5425738592, 826218.5208837009, 826137.8235395404, 826031.5114631434, 825950.3229305157, 825844.0108541187, 825759.8655112789, 825670.6700061746)"
Syn_n_50000_d_2_seed_0,asc,20,50,5,822494.615644981,40.4143888950348,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663143, 823905.217022593, 823821.7913412427, 823716.668594737, 823627.9587439244, 823516.0395805682, 823433.5299049794, 823323.6307533369, 823243.0830970025, 823132.5499052737, 823050.0402296863, 822940.1410780437, 822859.5934217094, 822752.1873153754, 822673.552925448, 822573.2500349086, 822494.6156449813)"
Syn_n_50000_d_2_seed_1,asc,20,50,5,823010.452974201,133.101767301559,"(824875.801116029, 824795.3291341065, 824626.3577451807, 824550.2412887146, 824427.2148058439, 824340.4902866166, 824226.0223336138, 824144.2224643988, 824027.3450577594, 823950.6786383925, 823826.1525855298, 823759.9918726003, 823642.1689679727, 823585.0557395819, 823440.976495742, 823364.8600392758, 823266.0894870517, 823211.5795030943, 823086.9048334436, 823010.4529742007)"
Syn_n_50000_d_2_seed_2,asc,20,50,5,827618.85132876,136.162416219711,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829208.3207252335, 829068.6274391734, 828956.7444448492, 828872.3297682891, 828761.3545670111, 828672.125253607, 828571.9201950602, 828468.5222804564, 828394.3733581069, 828284.5247639001, 828199.3033428931, 828114.0019337831, 828007.506306146, 827909.2071983238, 827822.8725770698, 827729.9281576958, 827618.8513287604)"
Syn_n_50000_d_2_seed_3,asc,20,50,5,822461.117490798,81.5983331203461,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823944.1749688275, 823830.3780269183, 823738.3654054683, 823648.9997609474, 823550.413163972, 823447.0015605993, 823355.6570464959, 823271.0773560975, 823142.4484189968, 823054.8657295734, 822994.5048334256, 822898.7383388053, 822792.1878287877, 822723.1761598268, 822638.5964694291, 822571.7792816485, 822461.1174907981)"
Syn_n_50000_d_2_seed_4,asc,20,50,5,828981.72410428,54.9629936218262,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876545, 830121.6963437919, 830029.8713314838, 829930.038643387, 829846.8313880076, 829757.299498092, 829668.0759662921, 829583.8236555747, 829495.0401046997, 829414.794298345, 829321.5642621823, 829242.3324156262, 829151.8015193348, 829080.0582345056, 828981.7241042802)"
Syn_n_50000_d_2_seed_5,asc,20,50,5,823728.311017461,63.9652042388916,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825282.1593806925, 825144.3183650571, 825075.7064345581, 824963.6679083233, 824868.2113445452, 824759.7611687789, 824640.5565853837, 824573.8070898677, 824436.6498458392, 824381.065304136, 824276.6270499348, 824215.8114544186, 824077.4034601464, 824021.8189184432, 823917.380664242, 823856.5650687257, 823728.3110174608)"
Syn_n_50000_d_2_seed_6,asc,20,50,5,824023.340488035,70.2916531562805,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629992, 825430.1365109714, 825286.0028985876, 825227.3272332579, 825109.2136151877, 825024.243390987, 824926.1437341252, 824819.8189064632, 824742.6291064052, 824643.0409947948, 824572.0241731097, 824453.3329768435, 824376.1431767854, 824282.728043548, 824203.4759936351, 824128.0507984719, 824023.3404880349)"
Syn_n_50000_d_2_seed_7,asc,20,50,5,825558.6785651,117.496598482132,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826962.0701521251, 826847.6811432, 826777.8232247588, 826673.0182416682, 826583.0520539677, 826499.3880004766, 826418.5558179548, 826343.4212419018, 826239.2083780875, 826148.3464857243, 826064.5521399364, 825994.2080791215, 825902.1690439815, 825829.5881571099, 825733.0704180114, 825661.7846653375, 825558.6785651)"
Syn_n_50000_d_2_seed_8,asc,20,50,5,821283.442436994,57.7592339515686,"(823068.4698093869, 823026.4136651858, 822868.6349023359, 822755.8015193332, 822686.2698497046, 822595.4228400707, 822503.406370041, 822418.7201157456, 822323.3360137917, 822219.9996066652, 822083.1660527305, 822017.7719623175, 821927.7000641898, 821855.8841711956, 821773.3116341954, 821687.9808551281, 821620.5066729876, 821487.9075270407, 821348.8365274069, 821283.4424369939)"
Syn_n_50000_d_2_seed_9,asc,20,50,5,825655.761822997,139.964610815048,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827101.5690554702, 826996.3600972417, 826893.0482803882, 826798.5269761751, 826711.0572561461, 826606.0154421667, 826511.859513083, 826399.8378229248, 826324.7667433305, 826217.8024390513, 826127.9040120527, 826025.3277933426, 825940.3420797542, 825843.323755296, 825745.1295792799, 825655.7618229967)"
Syn_n_50000_d_2_seed_0,asc,20,50,10,822501.055083973,40.5025033950806,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663143, 823905.217022593, 823821.7913412426, 823716.668594737, 823627.642109205, 823516.0395805687, 823431.9395659259, 823328.0858179004, 823241.4207784375, 823136.9462320133, 823048.4498906329, 822948.992469345, 822860.7982296725, 822758.9539333102, 822678.8362688625, 822571.0001706419, 822501.0550839726)"
Syn_n_50000_d_2_seed_1,asc,20,50,10,822968.065816575,125.322172641754,"(824875.801116029, 824795.3291341065, 824626.3577451807, 824550.2412887146, 824427.2148058439, 824347.4267940476, 824226.0223336138, 824144.1469078657, 824034.5596775, 823918.0594592146, 823841.9430027484, 823744.3100232625, 823658.3692469008, 823548.9401039364, 823477.6833035223, 823351.4266898234, 823290.5902766243, 823177.677253876, 823099.7923624172, 822968.065816575)"
