dataset_name,method,k,theta,MAX,SSE,Total_time,allSSEs
Syn_n_50000_d_2_seed_4,asc,20,1.2,5,828915.101978877,130.016942501068,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437917, 830029.8713314837, 829922.7961361674, 829821.3678700932, 829733.717380335, 829632.2891142608, 829540.4641019522, 829440.6314138559, 829356.5314601352, 829267.892268561, 829178.6687367609, 829093.4774166499, 829005.6328751686, 828915.1019788774)"
Syn_n_50000_d_2_seed_5,asc,20,1.2,5,823692.923557233,101.535887956619,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825266.6424070138, 825144.3183650571, 825043.714287157, 824956.6657454345, 824839.8075476126, 824744.1134659533, 824640.5565853848, 824540.2067264088, 824436.6498458403, 824344.5604787465, 824248.0937659745, 824161.8415359608, 824067.9573739343, 823975.002620568, 823872.3610926478, 823780.2717255539, 823692.9235572333)"
Syn_n_50000_d_2_seed_6,asc,20,1.2,5,823930.38295234,160.218792915344,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629988, 825413.8215394765, 825286.0028985873, 825216.0682833774, 825088.2496424871, 824996.6081898627, 824888.1261181206, 824797.0127803984, 824681.3821616666, 824593.3158519765, 824495.3411310565, 824391.9874529422, 824303.9211432519, 824205.946422332, 824116.8065983929, 824021.685691529, 823930.38295234)"
Syn_n_50000_d_2_seed_7,asc,20,1.2,5,825512.128297058,141.872159004211,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826652.1386409957, 826544.9591292081, 826466.7626509914, 826368.9950666969, 826285.5094676132, 826195.3648255054, 826109.545405102, 826025.4035944742, 825935.9151639105, 825851.7733532827, 825766.69026762, 825682.465131329, 825593.0600264285, 825512.1282970577)"
Syn_n_50000_d_2_seed_8,asc,20,1.2,5,821197.659419203,116.885349988937,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201296, 821295.4154184822, 821197.6594192025)"
Syn_n_50000_d_2_seed_9,asc,20,1.2,5,825649.51843048,196.204270601273,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827078.7035376986, 826987.497631267, 826885.4271740383, 826791.6706994771, 826684.8970401774, 826584.6441252669, 826495.18533447, 826398.920722829, 826305.7685778161, 826209.4320630338, 826114.178184645, 826023.7768057237, 825928.5229273351, 825835.3026371942, 825742.7387206209, 825649.5184304799)"
Syn_n_50000_d_2_seed_0,asc,20,1.2,10,822470.770706042,102.157529592514,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412433, 823709.34415283, 823625.918471481, 823513.3253102559, 823430.4874448992, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823043.3673250558, 822935.058512466, 822851.2819412808, 822744.2682082809, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
Syn_n_50000_d_2_seed_1,asc,20,1.2,10,822973.1119851,202.591270208359,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996237, 823146.8614210467, 823057.6156224941, 822973.1119851)"
Syn_n_50000_d_2_seed_2,asc,20,1.2,10,827592.066499684,208.970518350601,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857458, 828761.2131954858, 828662.1439921606, 828550.2609978367, 828455.9698387334, 828354.871119998, 828260.5799608954, 828167.6277928089, 828074.7752196053, 827981.3888878152, 827872.6168362324, 827779.3098268742, 827685.0186677708, 827592.0664996844)"
Syn_n_50000_d_2_seed_3,asc,20,1.2,10,822430.128915603,162.451427936554,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.378026916, 823718.717862604, 823614.2721566376, 823512.8446551736, 823413.6049614714, 823312.1774600076, 823221.9404459023, 823122.7573390368, 823034.931563396, 822943.6350243236, 822852.8248214858, 822768.2451310881, 822681.6102404313, 822597.0305500333, 822513.4292216168, 822430.1289156033)"
Syn_n_50000_d_2_seed_4,asc,20,1.2,10,828915.101978877,130.112656831741,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437917, 830029.8713314837, 829922.7961361674, 829821.3678700932, 829733.717380335, 829632.2891142608, 829540.4641019522, 829440.6314138559, 829356.5314601352, 829267.892268561, 829178.6687367609, 829093.4774166499, 829005.6328751686, 828915.1019788774)"
Syn_n_50000_d_2_seed_5,asc,20,1.2,10,823692.923557233,101.611405611038,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825266.6424070138, 825144.3183650571, 825043.714287157, 824956.6657454345, 824839.8075476126, 824744.1134659533, 824640.5565853848, 824540.2067264088, 824436.6498458403, 824344.5604787465, 824248.0937659745, 824161.8415359608, 824067.9573739343, 823975.002620568, 823872.3610926478, 823780.2717255539, 823692.9235572333)"
Syn_n_50000_d_2_seed_6,asc,20,1.2,10,823930.38295234,160.463982105255,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629988, 825413.8215394765, 825286.0028985873, 825216.0682833774, 825088.2496424871, 824996.6081898627, 824888.1261181206, 824797.0127803984, 824681.3821616666, 824593.3158519765, 824495.3411310565, 824391.9874529422, 824303.9211432519, 824205.946422332, 824116.8065983929, 824021.685691529, 823930.38295234)"
Syn_n_50000_d_2_seed_7,asc,20,1.2,10,825512.128297058,141.920782089233,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826652.1386409957, 826544.9591292081, 826466.7626509914, 826368.9950666969, 826285.5094676132, 826195.3648255054, 826109.545405102, 826025.4035944742, 825935.9151639105, 825851.7733532827, 825766.69026762, 825682.465131329, 825593.0600264285, 825512.1282970577)"
Syn_n_50000_d_2_seed_8,asc,20,1.2,10,821197.659419203,116.885810136795,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201296, 821295.4154184822, 821197.6594192025)"
Syn_n_50000_d_2_seed_9,asc,20,1.2,10,825649.51843048,198.205223321915,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827078.7035376986, 826987.497631267, 826885.4271740383, 826791.6706994771, 826684.8970401774, 826584.6441252669, 826495.18533447, 826398.920722829, 826305.7685778161, 826209.4320630338, 826114.178184645, 826023.7768057237, 825928.5229273351, 825835.3026371942, 825742.7387206209, 825649.5184304799)"
Syn_n_50000_d_2_seed_0,asc,20,1.2,20,822470.770706042,102.310537338257,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412433, 823709.34415283, 823625.918471481, 823513.3253102559, 823430.4874448992, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823043.3673250558, 822935.058512466, 822851.2819412808, 822744.2682082809, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
Syn_n_50000_d_2_seed_1,asc,20,1.2,20,822973.1119851,202.096737384796,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996237, 823146.8614210467, 823057.6156224941, 822973.1119851)"
Syn_n_50000_d_2_seed_2,asc,20,1.2,20,827592.066499684,210.932966709137,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857458, 828761.2131954858, 828662.1439921606, 828550.2609978367, 828455.9698387334, 828354.871119998, 828260.5799608954, 828167.6277928089, 828074.7752196053, 827981.3888878152, 827872.6168362324, 827779.3098268742, 827685.0186677708, 827592.0664996844)"
Syn_n_50000_d_2_seed_3,asc,20,1.2,20,822430.128915603,163.435892105103,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.378026916, 823718.717862604, 823614.2721566376, 823512.8446551736, 823413.6049614714, 823312.1774600076, 823221.9404459023, 823122.7573390368, 823034.931563396, 822943.6350243236, 822852.8248214858, 822768.2451310881, 822681.6102404313, 822597.0305500333, 822513.4292216168, 822430.1289156033)"
Syn_n_50000_d_2_seed_4,asc,20,1.2,20,828915.101978877,130.322486400604,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437917, 830029.8713314837, 829922.7961361674, 829821.3678700931, 829733.717380335, 829632.2891142608, 829540.464101952, 829440.6314138558, 829356.5314601352, 829267.8922685608, 829178.6687367607, 829093.4774166497, 829005.6328751685, 828915.1019788773)"
Syn_n_50000_d_2_seed_5,asc,20,1.2,20,823692.923557233,101.73582983017,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825266.6424070138, 825144.3183650571, 825043.714287157, 824956.6657454345, 824839.8075476126, 824744.1134659533, 824640.5565853848, 824540.2067264088, 824436.6498458403, 824344.5604787465, 824248.0937659745, 824161.8415359608, 824067.9573739343, 823975.002620568, 823872.3610926478, 823780.2717255539, 823692.9235572333)"
Syn_n_50000_d_2_seed_6,asc,20,1.2,20,823930.38295234,160.868868112564,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629988, 825413.8215394765, 825286.0028985873, 825216.0682833774, 825088.2496424871, 824996.6081898627, 824888.1261181206, 824797.0127803984, 824681.3821616666, 824593.3158519765, 824495.3411310565, 824391.9874529422, 824303.9211432519, 824205.946422332, 824116.8065983929, 824021.685691529, 823930.38295234)"
Syn_n_50000_d_2_seed_7,asc,20,1.2,20,825512.128297058,142.348138809204,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826652.1386409957, 826544.9591292081, 826466.7626509914, 826368.9950666969, 826285.5094676132, 826195.3648255054, 826109.545405102, 826025.4035944742, 825935.9151639105, 825851.7733532827, 825766.69026762, 825682.465131329, 825593.0600264285, 825512.1282970577)"
Syn_n_50000_d_2_seed_8,asc,20,1.2,20,821197.659419203,117.181815385818,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201296, 821295.4154184822, 821197.6594192025)"
Syn_n_50000_d_2_seed_9,asc,20,1.2,20,825649.51843048,197.868220806122,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827078.7035376986, 826987.497631267, 826885.4271740383, 826791.6706994771, 826684.8970401774, 826584.6441252669, 826495.18533447, 826398.920722829, 826305.7685778161, 826209.4320630338, 826114.178184645, 826023.7768057237, 825928.5229273351, 825835.3026371942, 825742.7387206209, 825649.5184304799)"
Syn_n_50000_d_2_seed_0,asc,20,1.2,50,822470.770706042,102.244609355927,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412433, 823709.34415283, 823625.918471481, 823513.3253102559, 823430.4874448992, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823043.3673250558, 822935.058512466, 822851.2819412808, 822744.2682082809, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
Syn_n_50000_d_2_seed_1,asc,20,1.2,50,822973.1119851,202.924421310425,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996237, 823146.8614210467, 823057.6156224941, 822973.1119851)"
Syn_n_50000_d_2_seed_2,asc,20,1.2,50,827592.066499684,214.712481021881,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857458, 828761.2131954858, 828662.1439921606, 828550.2609978367, 828455.9698387334, 828354.871119998, 828260.5799608954, 828167.6277928089, 828074.7752196053, 827981.3888878152, 827872.6168362324, 827779.3098268742, 827685.0186677708, 827592.0664996844)"
Syn_n_50000_d_2_seed_3,asc,20,1.2,50,822430.128915603,143.800117731094,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.378026916, 823718.717862604, 823614.2721566376, 823512.8446551736, 823413.6049614714, 823312.1774600076, 823221.9404459023, 823122.7573390368, 823034.931563396, 822943.6350243236, 822852.8248214858, 822768.2451310881, 822681.6102404313, 822597.0305500333, 822513.4292216168, 822430.1289156033)"
Syn_n_50000_d_2_seed_4,asc,20,1.2,50,828915.101978877,130.893416643143,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437917, 830029.8713314837, 829922.7961361674, 829821.3678700931, 829733.717380335, 829632.2891142608, 829540.464101952, 829440.6314138558, 829356.5314601352, 829267.8922685608, 829178.6687367607, 829093.4774166497, 829005.6328751685, 828915.1019788773)"
Syn_n_50000_d_2_seed_5,asc,20,1.2,50,823692.923557233,102.450729370117,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825266.6424070138, 825144.3183650571, 825043.714287157, 824956.6657454345, 824839.8075476126, 824744.1134659533, 824640.5565853848, 824540.2067264088, 824436.6498458403, 824344.5604787465, 824248.0937659745, 824161.8415359608, 824067.9573739343, 823975.002620568, 823872.3610926478, 823780.2717255539, 823692.9235572333)"
Syn_n_50000_d_2_seed_6,asc,20,1.2,50,823930.38295234,161.176691055298,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629988, 825413.8215394765, 825286.0028985873, 825216.0682833774, 825088.2496424871, 824996.6081898627, 824888.1261181206, 824797.0127803984, 824681.3821616666, 824593.3158519765, 824495.3411310565, 824391.9874529422, 824303.9211432519, 824205.946422332, 824116.8065983929, 824021.685691529, 823930.38295234)"
Syn_n_50000_d_2_seed_7,asc,20,1.2,50,825512.128297058,142.801944255829,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826652.1386409957, 826544.9591292081, 826466.7626509914, 826368.9950666969, 826285.5094676132, 826195.3648255054, 826109.545405102, 826025.4035944742, 825935.9151639105, 825851.7733532827, 825766.69026762, 825682.465131329, 825593.0600264285, 825512.1282970577)"
Syn_n_50000_d_2_seed_8,asc,20,1.2,50,821197.659419203,117.624580621719,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201296, 821295.4154184822, 821197.6594192025)"
Syn_n_50000_d_2_seed_9,asc,20,1.2,50,825649.51843048,220.248779058456,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827078.7035376986, 826987.497631267, 826885.4271740383, 826791.6706994771, 826684.8970401774, 826584.6441252669, 826495.18533447, 826398.920722829, 826305.7685778161, 826209.4320630338, 826114.178184645, 826023.7768057237, 825928.5229273351, 825835.3026371942, 825742.7387206209, 825649.5184304799)"
Syn_n_50000_d_2_seed_0,asc,20,1.5,5,822470.770706042,80.4890999794006,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412433, 823709.34415283, 823625.918471481, 823513.3253102559, 823431.7692394432, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823043.3673250558, 822935.058512466, 822851.2819412808, 822744.2682082809, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
Syn_n_50000_d_2_seed_1,asc,20,1.5,5,822973.1119851,185.156733751297,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996237, 823146.8614210467, 823066.4065008096, 822973.1119851)"
Syn_n_50000_d_2_seed_2,asc,20,1.5,5,827592.066499684,210.324071645737,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857458, 828761.2131954858, 828662.1439921606, 828550.2609978367, 828455.9698387334, 828354.871119998, 828260.5799608954, 828167.6277928089, 828074.7752196053, 827981.3888878152, 827872.6168362324, 827779.3098268742, 827685.0186677708, 827592.0664996844)"
Syn_n_50000_d_2_seed_3,asc,20,1.5,5,822430.128915603,117.595859289169,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.378026916, 823718.7178626037, 823614.2721566376, 823512.8446551736, 823413.6049614714, 823312.1774600076, 823221.9404459023, 823122.7573390368, 823034.931563396, 822943.6350243236, 822852.8248214858, 822768.2451310881, 822681.6102404313, 822597.0305500333, 822513.4292216168, 822430.1289156033)"
Syn_n_50000_d_2_seed_4,asc,20,1.5,5,828915.101978877,113.734423875809,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437917, 830029.8713314837, 829922.7961361674, 829821.3678700932, 829733.717380335, 829632.2891142608, 829540.4641019522, 829440.6314138559, 829356.5314601352, 829267.892268561, 829178.6687367609, 829093.4774166499, 829005.6328751686, 828915.1019788774)"
Syn_n_50000_d_2_seed_5,asc,20,1.5,5,823692.923557233,89.7273101806641,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825266.6424070138, 825144.3183650571, 825043.714287157, 824956.6657454345, 824839.8075476126, 824744.1134659529, 824640.5565853848, 824540.2067264084, 824436.6498458403, 824344.5604787465, 824248.0937659745, 824161.8415359608, 824067.9573739343, 823975.002620568, 823872.3610926478, 823780.2717255539, 823692.9235572333)"
Syn_n_50000_d_2_seed_6,asc,20,1.5,5,823930.38295234,145.9090321064,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629988, 825413.8215394765, 825286.0028985873, 825216.0682833774, 825088.2496424871, 824996.6081898627, 824888.1261181206, 824797.0127803984, 824681.3821616666, 824593.3158519765, 824495.3411310565, 824391.9874529422, 824303.9211432519, 824205.946422332, 824116.8065983929, 824021.685691529, 823930.38295234)"
Syn_n_50000_d_2_seed_7,asc,20,1.5,5,825512.128297058,128.358854055405,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826652.1386409957, 826544.9591292081, 826466.7626509914, 826368.9950666969, 826285.5094676132, 826195.3648255054, 826109.545405102, 826025.4035944742, 825935.9151639105, 825851.7733532827, 825766.69026762, 825682.465131329, 825593.0600264285, 825512.1282970577)"
Syn_n_50000_d_2_seed_8,asc,20,1.5,5,821197.659419203,100.75239944458,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201299, 821295.4154184824, 821197.6594192025)"
Syn_n_50000_d_2_seed_9,asc,20,1.5,5,825649.51843048,201.062406539917,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827078.7035376986, 826987.497631267, 826885.4271740383, 826791.6706994771, 826684.8970401774, 826584.6441252669, 826495.18533447, 826398.920722829, 826305.7685778161, 826209.4320630338, 826114.178184645, 826023.7768057237, 825928.5229273351, 825835.3026371942, 825742.7387206209, 825649.5184304799)"
Syn_n_50000_d_2_seed_0,asc,20,1.5,10,822470.770706042,80.6104156970978,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412433, 823709.34415283, 823625.918471481, 823513.3253102559, 823431.7692394432, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823043.3673250558, 822935.058512466, 822851.2819412808, 822744.2682082809, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
Syn_n_50000_d_2_seed_1,asc,20,1.5,10,822973.1119851,185.415342330933,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996237, 823146.8614210467, 823066.4065008096, 822973.1119851)"
Syn_n_50000_d_2_seed_2,asc,20,1.5,10,827592.066499684,209.472222805023,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857458, 828761.2131954858, 828662.1439921606, 828550.2609978367, 828455.9698387334, 828354.871119998, 828260.5799608954, 828167.6277928089, 828074.7752196053, 827981.3888878152, 827872.6168362324, 827779.3098268742, 827685.0186677708, 827592.0664996844)"
Syn_n_50000_d_2_seed_3,asc,20,1.5,10,822430.128915603,117.52166891098,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.378026916, 823718.7178626037, 823614.2721566376, 823512.8446551736, 823413.6049614714, 823312.1774600076, 823221.9404459023, 823122.7573390368, 823034.931563396, 822943.6350243236, 822852.8248214858, 822768.2451310881, 822681.6102404313, 822597.0305500333, 822513.4292216168, 822430.1289156033)"
Syn_n_50000_d_2_seed_4,asc,20,1.5,10,828915.101978877,113.532645225525,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437917, 830029.8713314837, 829922.7961361674, 829821.3678700932, 829733.717380335, 829632.2891142608, 829540.4641019522, 829440.6314138559, 829356.5314601352, 829267.892268561, 829178.6687367609, 829093.4774166499, 829005.6328751686, 828915.1019788774)"
Syn_n_50000_d_2_seed_5,asc,20,1.5,10,823692.923557233,89.771805524826,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825266.6424070138, 825144.3183650571, 825043.714287157, 824956.6657454345, 824839.8075476126, 824744.1134659529, 824640.5565853848, 824540.2067264084, 824436.6498458403, 824344.5604787465, 824248.0937659745, 824161.8415359608, 824067.9573739343, 823975.002620568, 823872.3610926478, 823780.2717255539, 823692.9235572333)"
Syn_n_50000_d_2_seed_6,asc,20,1.5,10,823930.38295234,145.9424700737,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629988, 825413.8215394765, 825286.0028985873, 825216.0682833774, 825088.2496424871, 824996.6081898627, 824888.1261181206, 824797.0127803984, 824681.3821616666, 824593.3158519765, 824495.3411310565, 824391.9874529422, 824303.9211432519, 824205.946422332, 824116.8065983929, 824021.685691529, 823930.38295234)"
Syn_n_50000_d_2_seed_7,asc,20,1.5,10,825512.128297058,128.477494478226,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826652.1386409957, 826544.9591292081, 826466.7626509914, 826368.9950666969, 826285.5094676132, 826195.3648255054, 826109.545405102, 826025.4035944742, 825935.9151639105, 825851.7733532827, 825766.69026762, 825682.465131329, 825593.0600264285, 825512.1282970577)"
Syn_n_50000_d_2_seed_8,asc,20,1.5,10,821197.659419203,100.958320379257,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201299, 821295.4154184824, 821197.6594192025)"
Syn_n_50000_d_2_seed_9,asc,20,1.5,10,825649.51843048,191.210788726807,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827078.7035376986, 826987.497631267, 826885.4271740383, 826791.6706994771, 826684.8970401774, 826584.6441252669, 826495.18533447, 826398.920722829, 826305.7685778161, 826209.4320630338, 826114.178184645, 826023.7768057237, 825928.5229273351, 825835.3026371942, 825742.7387206209, 825649.5184304799)"
Syn_n_50000_d_2_seed_0,asc,20,1.5,20,822470.770706042,80.871728181839,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412433, 823709.34415283, 823625.918471481, 823513.3253102559, 823431.7692394432, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823043.3673250558, 822935.058512466, 822851.2819412808, 822744.2682082809, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
Syn_n_50000_d_2_seed_1,asc,20,1.5,20,822973.1119851,185.517107486725,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996237, 823146.8614210467, 823057.6156224941, 822973.1119851)"
Syn_n_50000_d_2_seed_2,asc,20,1.5,20,827592.066499684,206.420728683472,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857458, 828761.2131954858, 828662.1439921606, 828550.2609978367, 828455.9698387334, 828354.871119998, 828260.5799608954, 828167.6277928089, 828074.7752196053, 827981.3888878152, 827872.6168362324, 827779.3098268742, 827685.0186677708, 827592.0664996844)"
Syn_n_50000_d_2_seed_3,asc,20,1.5,20,822430.128915603,117.669427633286,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.378026916, 823718.7178626037, 823614.2721566376, 823512.8446551736, 823413.6049614714, 823312.1774600076, 823221.9404459023, 823122.7573390368, 823034.931563396, 822943.6350243236, 822852.8248214858, 822768.2451310881, 822681.6102404313, 822597.0305500333, 822513.4292216168, 822430.1289156033)"
Syn_n_50000_d_2_seed_4,asc,20,1.5,20,828915.101978877,113.646399736404,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437917, 830029.8713314837, 829922.7961361674, 829821.3678700931, 829733.717380335, 829632.2891142608, 829540.464101952, 829440.6314138558, 829356.5314601352, 829267.8922685608, 829178.6687367607, 829093.4774166497, 829005.6328751685, 828915.1019788773)"
Syn_n_50000_d_2_seed_5,asc,20,1.5,20,823692.923557233,89.9869282245636,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825266.6424070138, 825144.3183650571, 825043.714287157, 824956.6657454345, 824839.8075476126, 824744.1134659529, 824640.5565853848, 824540.2067264084, 824436.6498458403, 824344.5604787465, 824248.0937659745, 824161.8415359608, 824067.9573739343, 823975.002620568, 823872.3610926478, 823780.2717255539, 823692.9235572333)"
